id_produto,nome_produto,categoria_produto,preco_produto,fornecedor_produto,peso_kg_produto,estoque_produto,produto_ativo,data_cadastro_produto,faixa_preco_produto,status_estoque_produto,total_pedidos,quantidade_vendida,receita_total_produto,ticket_medio_produto,data_primeira_venda,data_ultima_venda,pedidos_aprovados,pedidos_recusados,pedidos_processando,pedidos_reembolsados,total_avaliacoes,nota_media_produto,nps_medio_produto,taxa_recomendacao_produto,data_ultima_avaliacao,total_tickets_produto,tempo_medio_resolucao_produto,total_eventos_produto,total_sessoes_produto,total_pageviews_produto,total_add_carrinho_produto,total_eventos_compra_produto,data_ultimo_evento_produto,status_comercial_produto,produto_com_alto_volume_suporte
PROD-0006,Notebook Intel Core i3,Eletrônicos,1631.0,Alpha Tech Importados,4.01,3,True,2019-03-16,Alto,Estoque Baixo,1824,5222.0,6017440.30000001,3586.078843861746,2023-01-05,2026-05-30,1650,99,27,48,912,3.633771929824561,6.974780701754386,0.72588,2026-07-17,196,120.10555555555555,500,498,297,79,12,2026-03-28 19:23:55,Produto Destaque,True
PROD-0367,Filtro de Ar Veicular,Automotivo,92.0,AutoPeças Brasil Ltda,6.67,153,True,2023-08-05,Medio,Estoque Normal,588,1614.0,118382.57,224.2094128787879,2023-01-01,2026-05-30,532,33,5,18,296,3.6182432432432434,7.29054054054054,0.77027,2026-06-04,55,136.87234042553192,519,517,326,100,11,2026-03-28 22:16:31,Produto Destaque,True
PROD-0052,Impressora Térmica,Eletrônicos,,TechBrasil Distribuidora,2.76,384,False,2023-06-12,Nao Informado,Estoque Normal,2192,6107.0,449477.4100000003,224.51419080919098,2023-01-01,2026-05-28,1985,125,24,58,1055,3.7127962085308055,7.304265402843602,0.76114,2026-07-17,200,111.55026455026454,523,522,320,110,7,2026-03-25 23:24:45,Produto Destaque,True
PROD-0127,Conjunto de Panelas 3 Peças,Casa,400.0,Decor Import,5.81,446,True,2024-09-21,Alto,Estoque Normal,124,329.0,98369.52999999997,870.5268141592918,2023-02-01,2026-05-27,110,9,2,3,66,3.6515151515151514,7.348484848484849,0.78788,2026-06-06,9,126.875,527,524,308,107,14,2026-03-26 11:41:48,Produto Destaque,False
PROD-0201,Skate Completo,Esportes,440.0,Esporte Total Ltda,5.69,140,True,2022-07-28,Alto,Estoque Normal,104,294.0,88057.85000000002,957.150543478261,2023-01-04,2026-05-20,95,7,1,1,46,3.760869565217391,7.065217391304348,0.73913,2026-04-19,8,117.14285714285714,508,507,326,84,9,2026-03-25 02:15:14,Produto Destaque,False
PROD-0188,Bicicleta Aro 29 Mountain Bike,Esportes,813.0,Fitness Distribuidora,5.86,87,False,2018-11-02,Alto,Estoque Normal,96,300.0,177743.8600000001,2043.0328735632195,2023-02-15,2026-05-05,83,7,1,5,50,3.64,7.24,0.70000,2026-06-03,7,111.28571428571429,526,523,335,86,9,2026-03-28 19:38:35,Produto Destaque,False
PROD-0363,Kit Primeiros Socorros Veicular,Automotivo,40.0,Peças & Cia Distribuidora,7.24,33,False,2023-01-08,Baixo,Estoque Normal,607,1768.0,55273.10000000004,100.31415607985488,2023-01-03,2026-05-31,555,33,7,12,308,3.6785714285714284,7.064935064935065,0.75325,2026-07-18,56,116.80392156862744,511,511,338,86,4,2026-03-19 11:24:22,Produto Destaque,True
PROD-0107,Calça Moletom,Vestuário,116.0,Moda Brasil Atacado,0.23,68,False,2022-09-08,Medio,Estoque Normal,297,826.0,69196.01,249.80509025270757,2023-01-02,2026-05-03,271,17,6,3,155,3.5935483870967744,7.2064516129032254,0.77419,2026-05-08,28,134.74074074074073,500,499,336,87,8,2026-03-28 03:53:08,Produto Destaque,True
PROD-0337,Carregador Veicular USB,Automotivo,118.0,Peças & Cia Distribuidora,16.34,186,True,2024-08-26,Medio,Estoque Normal,286,803.0,72764.61999999997,288.74849206349194,2023-01-09,2026-05-31,264,16,2,4,151,3.7086092715231787,7.47682119205298,0.77483,2026-06-03,28,126.48,499,497,311,92,8,2026-03-28 22:40:53,Produto Destaque,True
PROD-0217,Óculos de Natação,Esportes,141.0,SportsBrasil Atacado,3.17,72,True,2018-09-03,Medio,Estoque Normal,304,840.0,86924.98000000001,312.6797841726619,2023-01-11,2026-05-23,290,7,2,5,159,3.6792452830188678,7.314465408805032,0.79245,2026-07-13,26,127.73076923076923,516,513,322,100,3,2026-03-27 02:59:27,Produto Destaque,True
PROD-0048,Bateria Portátil 20000mAh,Eletrônicos,,Shenzhen Connect Brasil,0.75,493,False,2024-03-18,Nao Informado,Estoque Normal,1693,4599.0,344966.34000000026,223.2791844660196,2023-01-01,2026-05-23,1479,75,14,125,815,3.5239263803680982,6.85398773006135,0.71288,2026-06-06,372,122.671388101983,531,528,343,89,9,2026-03-28 09:53:33,Produto Destaque,True
PROD-0080,Tênis Esportivo,Vestuário,440.0,Moda Brasil Atacado,1.3,459,True,2022-12-19,Alto,Estoque Normal,160,433.0,134172.79000000004,918.9917123287673,2023-01-14,2026-05-28,142,12,0,6,83,3.7951807228915664,7.325301204819277,0.77108,2026-05-28,15,99.42857142857143,498,495,317,93,4,2026-03-27 16:52:55,Produto Destaque,False
PROD-0454,Escrivaninha Simples,Móveis,290.0,MoveisPlus Distribuidora,,234,True,2019-06-06,Alto,Estoque Normal,326,937.0,204276.18999999994,694.8169727891154,2023-01-01,2026-05-14,301,16,1,8,154,3.675324675324675,7.6103896103896105,0.82468,2026-06-30,28,122.07692307692308,541,540,336,96,11,2026-03-28 09:55:56,Produto Destaque,True
PROD-0142,Luminária de Piso,Casa,468.0,Casa & Cia Distribuidora,0.6,14,False,2022-03-28,Alto,Estoque Normal,126,365.0,123516.84,1154.3629906542055,2023-01-07,2026-05-03,111,9,1,5,63,3.746031746031746,7.396825396825397,0.82540,2026-05-15,10,145.1,540,539,364,85,11,2026-03-28 06:33:12,Produto Destaque,False
PROD-0501,Boneca de Pano 35cm,Brinquedos,64.0,Fun Kids Distribuidora,0.93,404,True,2025-09-13,Medio,Estoque Normal,573,1602.0,75924.38999999994,145.72819577735115,2023-01-03,2026-05-28,521,24,17,11,284,3.714788732394366,7.257042253521127,0.75704,2026-07-04,44,129.375,0,0,0,0,0,,Produto Destaque,True
PROD-0353,Fluido de Freio 500ml,Automotivo,75.0,AutoPeças Brasil Ltda,6.03,21,True,2022-08-05,Medio,Estoque Normal,606,1717.0,102616.72999999998,182.9175222816399,2023-01-03,2026-05-21,557,27,6,16,307,3.785016286644951,7.472312703583062,0.79479,2026-06-19,41,106.97368421052632,482,481,305,78,7,2026-03-27 00:11:37,Produto Destaque,True
PROD-0050,Smart Watch,Eletrônicos,1018.0,Alpha Tech Importados,3.18,443,False,2022-05-31,Alto,Estoque Normal,1772,5124.0,3579823.1199999964,2233.2021958827177,2023-01-01,2026-05-31,1605,100,20,47,883,3.680634201585504,7.217440543601359,0.76557,2026-07-06,185,118.85393258426966,460,458,302,81,9,2026-03-23 18:03:52,Produto Destaque,True
PROD-0210,Cantil Esportivo 750ml,Esportes,57.0,Atlética Import Ltda,,159,False,2022-08-10,Medio,Estoque Normal,545,1570.0,65845.65999999997,133.56117647058818,2023-01-03,2026-05-05,501,23,7,14,287,3.64808362369338,7.114982578397212,0.72474,2026-06-21,53,133.24,516,516,310,112,8,2026-03-26 20:54:57,Produto Destaque,True
PROD-0464,Berco Americano,Móveis,,Interiores Import Ltda,73.92,261,False,2020-12-20,Nao Informado,Estoque Normal,567,1576.0,124381.68000000002,237.82347992351822,2023-01-02,2026-05-26,520,22,9,16,278,3.773381294964029,7.276978417266187,0.78058,2026-06-09,43,135.9047619047619,460,459,290,81,4,2026-03-23 13:17:58,Produto Destaque,True
PROD-0226,Esteira Ergométrica,Esportes,,Fitness Distribuidora,8.4,323,False,2018-08-08,Nao Informado,Estoque Normal,565,1640.0,120518.22000000004,233.11067698259197,2023-01-01,2026-05-31,518,22,8,17,297,3.696969696969697,7.239057239057239,0.75758,2026-07-11,52,117.46,515,514,321,91,6,2026-03-27 14:35:06,Produto Destaque,True
PROD-0497,Smartphone Pro Max 512GB,Eletrônicos,3614.0,Shenzhen Connect Brasil,0.77,446,True,2021-04-10,Alto,Estoque Normal,2962,8292.0,21783346.730000015,7993.888708256886,2023-01-01,2026-05-30,2641,148,24,149,1436,3.488857938718663,6.829387186629527,0.70125,2026-07-25,630,120.58695652173913,496,496,332,84,4,2026-03-28 08:37:00,Produto Destaque,True
PROD-0227,Bicicleta Ergométrica,Esportes,842.0,SportsBrasil Atacado,13.31,425,True,2021-04-09,Alto,Estoque Normal,89,239.0,141092.46000000005,1785.9805063291146,2023-01-01,2026-05-20,83,2,0,4,44,3.659090909090909,7.295454545454546,0.75000,2026-05-23,3,137.0,517,515,316,101,9,2026-03-25 15:24:07,Produto Destaque,False
PROD-0505,Kit Churrasco Eletrico,Casa,,Casa & Cia Distribuidora,7.57,368,False,2022-03-22,Nao Informado,Estoque Normal,603,1679.0,127146.9799999999,231.59741347905262,2023-01-02,2026-05-17,544,26,10,23,313,3.6134185303514377,7.159744408945687,0.74441,2026-06-09,52,118.35416666666667,0,0,0,0,0,,Produto Destaque,True
PROD-0369,Correia Dentada Kit,Automotivo,160.0,AutoPeças Brasil Ltda,10.52,0,True,2025-08-20,Medio,Sem Estoque,286,793.0,96749.85,374.99941860465117,2023-02-04,2026-05-31,258,16,5,7,140,3.6785714285714284,7.478571428571429,0.77857,2026-06-09,14,109.61538461538461,528,527,349,87,6,2026-03-27 06:27:13,Produto Destaque,False
PROD-0481,Aparador de Sala,Móveis,339.0,MoveisPlus Distribuidora,16.4,406,True,2021-01-14,Alto,Estoque Normal,127,370.0,98127.37999999999,831.5879661016949,2023-01-04,2026-05-11,116,6,2,3,63,3.7301587301587302,7.063492063492063,0.77778,2026-06-19,10,94.33333333333333,508,506,337,86,10,2026-03-27 09:56:11,Produto Destaque,False
PROD-0162,Ferro de Passar a Vapor,Casa,,Utilidades do Lar Ltda,,426,False,2025-08-25,Nao Informado,Estoque Normal,616,1743.0,131748.8100000001,235.26573214285736,2023-01-05,2026-05-27,561,26,11,18,312,3.6378205128205128,7.176282051282051,0.75962,2026-06-21,59,128.9090909090909,514,513,342,88,5,2026-03-24 01:41:28,Produto Destaque,True
PROD-0135,Toalha de Banho,Casa,37.0,Casa & Cia Distribuidora,8.61,197,True,2025-09-03,Baixo,Estoque Normal,615,1680.0,47793.45999999994,85.04174377224189,2023-01-01,2026-05-31,570,27,5,13,326,3.6196319018404908,6.9447852760736195,0.70552,2026-07-22,51,120.6,521,517,332,86,13,2026-03-21 12:22:25,Produto Destaque,True
PROD-0486,Gaveteiro com Rodas,Móveis,739.0,MoveisPlus Distribuidora,41.98,311,True,2022-06-22,Alto,Estoque Normal,141,380.0,202905.39,1610.3602380952382,2023-01-01,2026-05-31,133,2,3,3,83,3.7951807228915664,7.662650602409639,0.84337,2026-06-22,16,95.35714285714286,532,531,352,80,7,2026-03-27 08:48:05,Produto Destaque,False
PROD-0240,Bermuda de Natação,Esportes,130.0,SportsBrasil Atacado,,173,True,2019-03-08,Medio,Estoque Normal,243,728.0,69857.09000000004,310.47595555555574,2023-01-10,2026-05-28,223,12,3,5,117,3.7435897435897436,7.3418803418803416,0.75214,2026-05-07,29,118.96428571428571,495,494,332,85,8,2026-03-28 18:29:27,Produto Destaque,True
PROD-0105,Regata Masculina,Vestuário,,Moda Brasil Atacado,1.8,13,False,2020-07-20,Nao Informado,Estoque Normal,586,1689.0,120750.52000000003,228.69416666666672,2023-01-01,2026-05-23,533,32,11,10,271,3.782287822878229,7.361623616236162,0.79705,2026-07-08,39,128.89473684210526,492,490,322,69,8,2026-03-27 00:03:42,Produto Destaque,True
PROD-0225,Elíptico Doméstico,Esportes,,SportsBrasil Atacado,2.55,167,False,2018-10-11,Nao Informado,Estoque Normal,622,1749.0,127909.12999999999,228.00201426024952,2023-01-06,2026-05-23,565,32,8,17,324,3.6512345679012346,7.1265432098765435,0.72840,2026-06-11,47,120.02272727272727,536,535,362,92,4,2026-03-25 16:53:19,Produto Destaque,True
PROD-0461,Cabeceira Casal,Móveis,291.0,Decor Brasil Atacado,36.42,46,True,2025-04-28,Alto,Estoque Normal,306,872.0,195041.87999999995,711.8316788321166,2023-01-09,2026-05-05,281,14,5,6,152,3.8157894736842106,7.6381578947368425,0.79605,2026-06-14,27,120.42307692307692,508,506,311,94,5,2026-03-24 23:21:26,Produto Destaque,True
PROD-0175,Multiprocessador,Casa,183.0,Utilidades do Lar Ltda,10.83,169,True,2026-01-26,Medio,Estoque Normal,288,821.0,110766.24999999997,426.02403846153834,2023-01-10,2026-05-09,259,18,2,9,127,3.8818897637795278,7.393700787401575,0.79528,2026-04-25,32,145.06666666666666,491,491,303,88,10,2026-03-27 20:21:00,Produto Destaque,True
PROD-0066,Camiseta Polo Masculina,Vestuário,102.0,TextilBrasil Distribuidora,0.45,66,False,2022-08-07,Medio,Estoque Normal,319,915.0,68414.43999999996,237.55013888888874,2023-01-07,2026-05-25,288,18,1,12,161,3.770186335403727,7.472049689440993,0.76398,2026-06-09,30,99.29629629629629,533,533,347,90,3,2026-03-28 21:39:12,Produto Destaque,True
PROD-0124,Gravata,Vestuário,58.0,TextilBrasil Distribuidora,1.35,65,True,2018-06-19,Medio,Estoque Normal,572,1624.0,71134.88999999996,133.21140449438195,2023-01-02,2026-05-29,524,26,11,11,283,3.664310954063604,7.091872791519434,0.73852,2026-07-07,54,121.46,506,506,324,83,13,2026-03-28 22:47:48,Produto Destaque,True
PROD-0329,Camera de Re,Automotivo,124.0,AutoPeças Brasil Ltda,11.96,410,True,2022-03-28,Medio,Estoque Normal,279,805.0,79483.10000000002,309.2727626459145,2023-01-04,2026-05-28,254,17,2,6,141,3.75177304964539,7.595744680851064,0.80142,2026-05-13,22,129.57142857142858,502,502,335,80,6,2026-03-25 07:57:21,Produto Destaque,True
PROD-0373,Boneca Baby 20cm,Brinquedos,,Toy Import Atacado,0.2,104,False,2019-11-27,Nao Informado,Estoque Normal,575,1623.0,119566.14999999992,226.88074003795052,2023-01-04,2026-05-30,519,27,9,20,296,3.64527027027027,7.25,0.75000,2026-05-29,40,117.3076923076923,534,531,343,100,8,2026-03-27 15:06:17,Produto Destaque,True
PROD-0493,Sofa Modular,Móveis,4560.0,MoveisPlus Distribuidora,59.38,207,False,2020-02-10,Alto,Estoque Normal,48,132.0,506810.7499999999,10783.207446808508,2023-02-27,2026-04-05,41,4,1,2,25,3.24,7.16,0.76000,2026-04-04,2,148.0,522,520,318,99,7,2026-03-26 02:14:31,Produto Destaque,False
PROD-0302,Shampoo Anticaspa 400ml,Beleza,47.0,Beleza Total Atacado,1.2,246,True,2020-04-30,Baixo,Estoque Normal,638,1779.0,66321.97000000002,113.95527491408937,2023-01-01,2026-05-28,582,32,5,19,335,3.716417910447761,7.2298507462686565,0.75821,2026-07-05,58,129.16981132075472,507,506,328,89,6,2026-03-24 09:49:15,Produto Destaque,True
PROD-0349,Organizador de Porta Malas,Automotivo,190.0,Automotivo Import,24.75,345,True,2021-11-01,Medio,Estoque Normal,280,781.0,117278.5000000001,463.5513833992099,2023-01-08,2026-05-30,254,13,4,9,141,3.7872340425531914,7.50354609929078,0.78014,2026-06-04,22,122.0909090909091,485,482,315,85,8,2026-03-24 07:36:02,Produto Destaque,True
PROD-0326,Tapete Automotivo 4 Pecas,Automotivo,161.0,AutoPeças Brasil Ltda,12.8,131,True,2026-02-23,Medio,Estoque Normal,329,934.0,114034.85000000002,394.58425605536337,2023-01-03,2026-05-18,301,19,2,7,166,3.674698795180723,7.385542168674699,0.75301,2026-06-04,20,132.10526315789474,478,476,314,87,4,2026-03-27 19:21:10,Produto Destaque,True
PROD-0218,Kettlebell 12kg,Esportes,165.0,SportsBrasil Atacado,8.14,0,True,2018-07-21,Medio,Sem Estoque,294,789.0,99304.15999999999,369.16044609665425,2023-01-01,2026-05-28,272,10,5,7,157,3.662420382165605,7.414012738853503,0.77707,2026-06-05,18,95.11764705882354,535,534,357,94,7,2026-03-17 06:15:17,Produto Destaque,False
PROD-0057,Switch HDMI 4K,Eletrônicos,200.0,Alpha Tech Importados,3.42,307,True,2022-08-30,Alto,Estoque Normal,462,1253.0,177499.09999999995,416.6645539906102,2023-01-15,2026-05-31,399,35,13,15,228,3.75,7.491228070175438,0.79825,2026-07-22,74,111.46153846153847,535,535,338,104,10,2026-03-28 22:22:32,Produto Destaque,True
PROD-0197,Bola de Tênis Kit 3,Esportes,36.0,Atlética Import Ltda,12.44,88,False,2025-04-17,Baixo,Estoque Normal,580,1674.0,45265.850000000006,84.60906542056075,2023-01-03,2026-05-18,536,19,9,16,311,3.694533762057878,7.122186495176849,0.74277,2026-06-04,43,104.5952380952381,523,522,342,79,6,2026-03-27 22:33:01,Produto Destaque,True
PROD-0494,Aspirador de Pó Sem Fio,Casa,451.0,Decor Import,,34,True,2021-09-06,Alto,Estoque Normal,129,394.0,128238.51000000001,1124.899210526316,2023-01-07,2026-05-23,125,3,0,1,66,3.5757575757575757,7.045454545454546,0.74242,2026-03-31,10,149.88888888888889,539,537,334,105,12,2026-03-22 03:27:13,Produto Destaque,False
PROD-0364,Desembacador de Para-brisa,Automotivo,47.0,Peças & Cia Distribuidora,0.65,160,False,2019-04-11,Baixo,Estoque Normal,569,1589.0,59876.36999999999,112.97428301886791,2023-01-04,2026-05-20,515,26,8,20,273,3.7875457875457874,7.344322344322344,0.78022,2026-06-22,47,114.81395348837209,505,505,328,90,4,2026-03-26 12:59:24,Produto Destaque,True
PROD-0347,Pedal Esportivo Kit,Automotivo,193.0,AutoPeças Brasil Ltda,0.75,484,True,2025-12-29,Medio,Estoque Normal,295,883.0,134270.43000000008,495.46284132841356,2023-01-01,2026-05-29,267,9,6,13,145,3.6482758620689655,7.289655172413793,0.75172,2026-06-09,24,119.5909090909091,521,517,339,107,6,2026-03-24 10:59:16,Produto Destaque,True
PROD-0186,Suporte para Secador,Casa,,Utilidades do Lar Ltda,4.94,74,False,2024-05-20,Nao Informado,Estoque Normal,608,1667.0,122074.45000000004,226.48320964749544,2023-01-12,2026-05-30,558,27,8,15,306,3.696078431372549,7.326797385620915,0.76797,2026-07-19,49,121.29166666666667,516,511,319,112,6,2026-03-25 17:54:04,Produto Destaque,True
PROD-0496,Kit Churrasco 10 Pecas,Casa,109.0,Casa & Cia Distribuidora,1.07,331,True,2025-09-12,Medio,Estoque Normal,274,727.0,61009.929999999986,252.10714876033052,2023-01-08,2026-05-19,248,12,7,7,145,3.7241379310344827,7.462068965517242,0.77931,2026-05-13,22,117.1,525,521,341,95,8,2026-03-27 23:57:08,Produto Destaque,True
PROD-0144,Vaso Decorativo,Casa,155.0,Decor Import,5.22,323,True,2023-12-17,Medio,Estoque Normal,293,805.0,91832.65000000001,349.17357414448674,2023-01-02,2026-05-26,267,10,5,11,155,3.606451612903226,7.025806451612903,0.75484,2026-06-25,19,125.3125,538,536,333,105,12,2026-03-26 01:21:32,Produto Destaque,False
PROD-0049,Notebook Gamer,Eletrônicos,4182.0,Alpha Tech Importados,1.05,177,True,2021-09-30,Alto,Estoque Normal,1811,5158.0,15237280.790000018,9234.71563030304,2023-01-05,2026-05-31,1635,100,24,52,920,3.6891304347826086,7.35,0.77065,2026-07-09,201,129.25925925925927,545,545,353,89,11,2026-03-26 13:23:32,Produto Destaque,True
PROD-0139,Almofada Decorativa,Casa,114.0,Utilidades do Lar Ltda,6.28,193,True,2018-02-06,Medio,Estoque Normal,294,814.0,69623.42000000006,259.7888805970151,2023-01-15,2026-05-31,259,19,4,12,141,3.75177304964539,7.26241134751773,0.74468,2026-06-19,21,114.5,490,488,319,90,5,2026-03-24 13:10:27,Produto Destaque,True
PROD-0108,Camisa Social Masculina,Vestuário,298.0,TextilBrasil Distribuidora,1.52,231,True,2022-09-29,Alto,Estoque Normal,316,892.0,185722.19000000012,653.9513732394371,2023-01-15,2026-05-25,288,18,2,8,161,3.7577639751552794,7.416149068322981,0.77640,2026-07-13,27,101.07407407407408,508,506,331,84,6,2026-03-24 12:39:04,Produto Destaque,True
PROD-0202,Patins Quad,Esportes,346.0,SportsBrasil Atacado,14.38,52,True,2019-06-19,Alto,Estoque Normal,133,399.0,100937.80000000005,827.359016393443,2023-01-04,2026-05-16,122,6,0,5,73,3.7260273972602738,7.4520547945205475,0.79452,2026-05-24,8,147.125,522,521,333,91,6,2026-03-27 13:41:00,Produto Destaque,False
PROD-0168,Lixeira com Pedal,Casa,123.0,Utilidades do Lar Ltda,11.88,0,True,2018-03-13,Medio,Sem Estoque,291,795.0,73646.38000000003,286.5617898832686,2023-01-07,2026-05-29,262,16,1,12,145,3.537931034482759,6.6689655172413795,0.71034,2026-07-06,24,120.0,495,492,319,91,10,2026-03-27 22:43:55,Produto Destaque,True
PROD-0263,Creme Anti-idade,Beleza,,Cosméticos do Brasil Ltda,1.0,0,False,2019-05-28,Nao Informado,Sem Estoque,610,1682.0,127894.75999999982,230.85696750902494,2023-01-03,2026-05-28,552,36,11,11,293,3.6552901023890785,7.3310580204778155,0.74744,2026-07-07,51,115.08163265306122,518,517,330,103,7,2026-03-28 00:26:15,Produto Destaque,True
PROD-0478,Rede de Descanso,Móveis,,Interiores Import Ltda,9.72,12,False,2019-09-27,Nao Informado,Estoque Normal,601,1697.0,130241.70999999992,238.1018464351004,2023-01-01,2026-05-26,538,26,12,25,297,3.723905723905724,7.377104377104377,0.80135,2026-05-16,37,107.23529411764706,488,487,306,101,3,2026-03-28 21:50:20,Produto Destaque,True
PROD-0516,Velocipede Infantil,Brinquedos,236.0,Brinquedos do Brasil Ltda,7.44,70,True,2020-02-15,Alto,Estoque Normal,305,850.0,154862.6200000001,563.1368000000004,2023-01-13,2026-05-23,279,17,5,4,152,3.5921052631578947,6.967105263157895,0.73684,2026-06-01,13,130.6153846153846,0,0,0,0,0,,Produto Destaque,False
PROD-0277,Loção Corporal Hidratante,Beleza,58.0,Beauty Import Brasil,0.76,97,True,2019-09-18,Medio,Estoque Normal,602,1650.0,70925.11999999997,132.81857677902616,2023-01-02,2026-05-30,558,24,3,17,308,3.688311688311688,7.327922077922078,0.76623,2026-07-18,41,130.47368421052633,494,493,300,95,10,2026-03-22 23:39:22,Produto Destaque,True
PROD-0160,Torradeira 2 Fatias,Casa,129.0,Casa & Cia Distribuidora,13.88,341,True,2019-07-13,Medio,Estoque Normal,285,852.0,81826.43000000007,314.7170384615387,2023-01-10,2026-05-27,264,7,6,8,138,3.5942028985507246,7.311594202898551,0.76087,2026-07-17,17,123.0,490,488,301,96,10,2026-03-27 11:37:15,Produto Destaque,False
PROD-0181,Porta Chaves Parede,Casa,48.0,HomeBrasil Atacado,12.87,329,True,2020-07-25,Baixo,Estoque Normal,596,1665.0,60915.26999999999,113.22540892193307,2023-01-02,2026-05-29,552,23,6,15,317,3.589905362776025,7.167192429022082,0.74132,2026-07-13,46,120.31111111111112,494,494,313,79,10,2026-03-28 06:44:29,Produto Destaque,True
PROD-0011,Tablet 10 Polegadas,Eletrônicos,682.0,Alpha Tech Importados,4.98,102,True,2020-04-05,Alto,Estoque Normal,435,1230.0,600741.3500000003,1479.6584975369467,2023-01-13,2026-05-28,386,24,6,19,216,3.7962962962962963,7.518518518518518,0.78241,2026-06-25,87,132.475,482,480,311,81,5,2026-03-13 15:42:10,Produto Destaque,True
PROD-0103,Sapato Social Masculino,Vestuário,306.0,Moda Brasil Atacado,1.61,63,True,2021-02-13,Alto,Estoque Normal,106,305.0,64564.15999999999,701.7843478260868,2023-02-03,2026-05-30,97,6,1,2,57,3.824561403508772,7.684210526315789,0.84211,2026-07-14,16,118.06666666666666,530,530,340,91,10,2026-03-27 00:15:28,Produto Destaque,False
PROD-0343,GPS Veicular,Automotivo,210.0,AutoPeças Brasil Ltda,23.16,16,True,2022-11-04,Alto,Estoque Normal,292,857.0,140969.61999999997,526.0060447761193,2023-01-03,2026-05-24,254,20,6,12,139,3.6402877697841727,6.928057553956834,0.74820,2026-07-11,33,141.93548387096774,502,501,331,74,10,2026-03-28 01:57:40,Produto Destaque,True
PROD-0286,Máscara Facial Argila,Beleza,58.0,Beleza Total Atacado,0.71,0,True,2023-08-15,Medio,Sem Estoque,574,1653.0,73749.94999999995,141.82682692307682,2023-01-01,2026-05-30,518,34,9,13,278,3.629496402877698,7.201438848920863,0.75180,2026-06-26,52,121.8695652173913,518,516,348,83,9,2026-03-28 09:19:35,Produto Destaque,True
PROD-0456,Mesa de Canto,Móveis,506.0,Decor Brasil Atacado,6.05,4,True,2022-03-22,Alto,Estoque Baixo,142,416.0,158122.0900000001,1180.0155970149262,2023-01-03,2026-05-26,127,10,1,4,69,3.710144927536232,7.333333333333333,0.75362,2026-07-22,7,106.85714285714286,533,531,350,81,8,2026-03-20 12:13:48,Produto Destaque,False
PROD-0338,Aspirador Veicular 12V,Automotivo,221.0,Automotivo Import,21.21,296,True,2022-02-09,Alto,Estoque Normal,305,890.0,153155.88,548.945806451613,2023-01-07,2026-05-28,283,11,3,8,151,3.576158940397351,6.860927152317881,0.70861,2026-07-02,35,110.75,506,503,317,98,4,2026-03-18 06:23:39,Produto Destaque,True
PROD-0180,Relógio de Parede,Casa,99.0,Casa & Cia Distribuidora,4.46,0,True,2025-08-20,Medio,Sem Estoque,561,1525.0,115828.88000000003,228.00960629921266,2023-01-04,2026-05-25,516,28,10,7,298,3.640939597315436,7.214765100671141,0.74161,2026-06-16,25,112.6086956521739,497,497,324,101,6,2026-03-27 21:12:07,Produto Destaque,True
PROD-0376,Jogo de Tabuleiro Familia,Brinquedos,160.0,Brinquedos do Brasil Ltda,1.13,337,True,2018-06-22,Medio,Estoque Normal,302,855.0,100803.60999999997,365.23047101449265,2023-01-01,2026-05-21,278,15,4,5,162,3.4135802469135803,6.7592592592592595,0.68519,2026-05-21,19,114.3157894736842,493,490,325,78,6,2026-03-22 06:54:40,Produto Destaque,False
PROD-0357,Pretinho para Pneu,Automotivo,59.0,Automotivo Import,11.11,349,True,2018-08-02,Medio,Estoque Normal,615,1743.0,82419.32999999999,144.59531578947366,2023-01-02,2026-05-29,558,32,6,19,306,3.676470588235294,7.382352941176471,0.79412,2026-06-18,44,135.5952380952381,507,506,333,84,8,2026-03-26 23:53:45,Produto Destaque,True
PROD-0451,Cama Box Casal,Móveis,,Decor Brasil Atacado,56.75,170,False,2020-12-31,Nao Informado,Estoque Normal,605,1632.0,123277.52000000003,225.3702376599635,2023-01-04,2026-05-31,553,26,7,19,304,3.6875,7.052631578947368,0.72368,2026-06-28,45,119.88636363636364,473,471,304,77,7,2026-03-28 18:46:01,Produto Destaque,True
PROD-0439,Mesa de Jantar 4 Cadeiras,Móveis,1086.0,MoveisPlus Distribuidora,8.38,308,True,2025-02-08,Alto,Estoque Normal,80,223.0,185064.41,2535.1289041095893,2023-01-28,2026-02-27,75,3,0,2,42,4.0,7.928571428571429,0.83333,2026-03-16,3,174.0,496,495,310,92,11,2026-03-28 15:04:40,Produto Destaque,False
PROD-0023,Monitor 27 Polegadas,Eletrônicos,2146.0,TechBrasil Distribuidora,4.95,49,True,2018-01-12,Alto,Estoque Normal,3680,10504.0,15947170.300000004,4800.47269717038,2023-01-01,2026-05-31,3313,217,52,98,1838,3.6605005440696408,7.208378672470076,0.74483,2026-07-21,296,110.5583038869258,557,554,361,91,10,2026-03-28 18:27:43,Produto Destaque,True
PROD-0247,Pé de Pato par,Esportes,125.0,Fitness Distribuidora,5.08,69,True,2019-06-13,Medio,Estoque Normal,285,780.0,73635.27000000002,274.7584701492538,2023-01-02,2026-05-25,251,20,4,10,132,3.659090909090909,6.962121212121212,0.76515,2026-06-11,23,121.82608695652173,518,516,357,72,7,2026-03-26 21:59:44,Produto Destaque,True
